article,name,lang
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Campuchia,Đại dịch COVID-19 tại Campuchia,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%9F%AC%E5%9F%94%E5%AF%A8%E7%96%AB%E6%83%85,2019冠狀病毒病柬埔寨疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7_2020,جائحة فيروس كورونا في ألمانيا 2020,ar
https://ko.wikipedia.org/wiki/%EB%8F%85%EC%9D%BC%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,독일의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_%C4%90%E1%BB%A9c,Đại dịch COVID-19 tại Đức,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E5%BE%B7%E5%9B%BD%E7%96%AB%E6%83%85,2019冠状病毒病德国疫情,zh
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Alemania,Pandemia de enfermedad por coronavirus de 2020 en Alemania,es
https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Jerman,Pandemi koronavirus di Jerman,id
https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D0%B8%D0%B8,Распространение COVID-19 в Германии,ru
https://sq.wikipedia.org/wiki/Pandemia_e_Koronavirusit_n%C3%AB_Gjermani_2020,Pandemia e Koronavirusit në Gjermani 2020,sq
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9_2020,جائحة فيروس كورونا في الإمارات العربية المتحدة 2020,ar
https://ko.wikipedia.org/wiki/%EC%95%84%EB%9E%8D%EC%97%90%EB%AF%B8%EB%A6%AC%ED%8A%B8%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,아랍에미리트의 코로나바이러스감염증-19 범유행,ko
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E9%98%BF%E8%81%94%E9%85%8B%E7%96%AB%E6%83%85,2019冠状病毒病阿联酋疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%81%D9%86%D9%84%D9%86%D8%AF%D8%A7_2019%E2%80%9320,جائحة فيروس كورونا في فنلندا 2019–20,ar
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Finlandia,Pandemia de enfermedad por coronavirus de 2020 en Finlandia,es
https://ko.wikipedia.org/wiki/%ED%95%80%EB%9E%80%EB%93%9C%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,핀란드의 코로나바이러스감염증-19 범유행,ko
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%87%D9%86%D8%AF_2020,جائحة فيروس كورونا في الهند 2020,ar
https://hi.wikipedia.org/wiki/%E0%A5%A8%E0%A5%A6%E0%A5%A8%E0%A5%A6_%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE%E0%A4%B5%E0%A4%BE%E0%A4%AF%E0%A4%B0%E0%A4%B8_%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%80,२०२० भारत में कोरोनावायरस महामारी,hi
https://ko.wikipedia.org/wiki/%EC%9D%B8%EB%8F%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,인도의 코로나바이러스감염증-19 범유행,ko
https://ml.wikipedia.org/wiki/%E0%B4%87%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%8D%E0%B4%AF%E0%B4%AF%E0%B4%BF%E0%B4%B2%E0%B5%86_%E0%B4%95%E0%B5%8A%E0%B4%B1%E0%B5%8B%E0%B4%A3_%E0%B4%B5%E0%B5%88%E0%B4%B1%E0%B4%B8%E0%B5%8D_%E0%B4%AC%E0%B4%BE%E0%B4%A7_2020,ഇന്ത്യയിലെ കൊറോണ വൈറസ് ബാധ 2020,ml
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_%E1%BA%A4n_%C4%90%E1%BB%99,Đại dịch COVID-19 tại Ấn Độ,vi
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%A8%D9%8A%D9%86_2020,جائحة فيروس كورونا في الفلبين 2020,ar
https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Filipina,Pandemi koronavirus di Filipina,id
https://ko.wikipedia.org/wiki/%ED%95%84%EB%A6%AC%ED%95%80%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,필리핀의 코로나바이러스감염증-19 범유행,ko
https://tl.wikipedia.org/wiki/Pandemya_ng_coronavirus_ng_2020_sa_Pilipinas,Pandemya ng coronavirus ng 2020 sa Pilipinas,tl
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Philippines,Đại dịch COVID-19 tại Philippines,vi
https://ko.wikipedia.org/wiki/%ED%83%80%EC%9D%B4%EC%99%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,타이완의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_%C4%90%C3%A0i_Loan,Đại dịch COVID-19 tại Đài Loan,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E8%87%BA%E7%81%A3%E7%96%AB%E6%83%85,2019冠狀病毒病臺灣疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF_2020,جائحة فيروس كورونا في السويد 2020,ar
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Suecia,Pandemia de enfermedad por coronavirus de 2020 en Suecia,es
https://ko.wikipedia.org/wiki/%EC%8A%A4%EC%9B%A8%EB%8D%B4%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,스웨덴의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Th%E1%BB%A5y_%C4%90i%E1%BB%83n,Đại dịch COVID-19 tại Thụy Điển,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E7%91%9E%E5%85%B8%E7%96%AB%E6%83%85,2019冠状病毒病瑞典疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%B1%D9%88%D8%B3%D9%8A%D8%A7_2020,جائحة فيروس كورونا في روسيا 2020,ar
https://ko.wikipedia.org/wiki/%EB%9F%AC%EC%8B%9C%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,러시아의 코로나바이러스감염증-19 범유행,ko
https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Распространение COVID-19 в России,ru
https://tr.wikipedia.org/wiki/Rusya%27da_2020_koronavir%C3%BCs_pandemisi,Rusya'da 2020 koronavirüs pandemisi,tr
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Nga,Đại dịch COVID-19 tại Nga,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E6%84%8F%E5%A4%A7%E5%88%A9%E7%96%AB%E6%83%85,2019冠状病毒病意大利疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D8%B5%D9%8A%D9%86_%D8%A7%D9%84%D9%82%D8%A7%D8%B1%D9%8A%D8%A9_2019%E2%80%9320,جائحة فيروس كورونا في الصين القارية 2019–20,ar
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020_en_China,Pandemia de enfermedad por coronavirus de 2019-2020 en China,es
https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Tiongkok,Pandemi koronavirus di Tiongkok,id
https://ko.wikipedia.org/wiki/%EC%A4%91%EA%B5%AD_%EB%8C%80%EB%A5%99%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,중국 대륙의 코로나바이러스감염증-19 범유행,ko
https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%9A%D0%B8%D1%82%D0%B0%D0%B5,Распространение COVID-19 в Китае,ru
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Trung_Qu%E1%BB%91c_%C4%91%E1%BA%A1i_l%E1%BB%A5c,Đại dịch COVID-19 tại Trung Quốc đại lục,vi
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86_2020,جائحة فيروس كورونا في اليابان 2020,ar
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Jap%C3%B3n,Pandemia de enfermedad por coronavirus de 2020 en Japón,es
https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Jepang,Pandemi koronavirus di Jepang,id
https://ko.wikipedia.org/wiki/%EC%9D%BC%EB%B3%B8%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,일본의 코로나바이러스감염증-19 범유행,ko
https://th.wikipedia.org/wiki/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%94%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%84%E0%B9%82%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B9%84%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%AA%E0%B9%83%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99_%E0%B8%9E.%E0%B8%A8._2563,การระบาดทั่วของโคโรนาไวรัสในประเทศญี่ปุ่น พ.ศ. 2563,th
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Nh%E1%BA%ADt_B%E1%BA%A3n,Đại dịch COVID-19 tại Nhật Bản,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%97%A5%E6%9C%AC%E7%96%AB%E6%83%85,2019冠狀病毒病日本疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%83%D9%88%D8%B1%D9%8A%D8%A7_%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9_2020,جائحة فيروس كورونا في كوريا الجنوبية 2020,ar
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Corea_del_Sur,Pandemia de enfermedad por coronavirus de 2020 en Corea del Sur,es
https://hi.wikipedia.org/wiki/%E0%A5%A8%E0%A5%A6%E0%A5%A8%E0%A5%A6_%E0%A4%A6%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BF%E0%A4%A3_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE%E0%A4%B5%E0%A4%BE%E0%A4%AF%E0%A4%B0%E0%A4%B8_%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%80,२०२० दक्षिण कोरिया में कोरोनावायरस महामारी,hi
https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Korea_Selatan,Pandemi koronavirus di Korea Selatan,id
https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,대한민국의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_H%C3%A0n_Qu%E1%BB%91c,Đại dịch COVID-19 tại Hàn Quốc,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E9%9F%93%E5%9C%8B%E7%96%AB%E6%83%85,2019冠狀病毒病韓國疫情,zh
https://ko.wikipedia.org/wiki/%EB%B2%A0%ED%8A%B8%EB%82%A8%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,베트남의 코로나바이러스감염증-19 범유행,ko
https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2%D0%BE_%D0%92%D1%8C%D0%B5%D1%82%D0%BD%D0%B0%D0%BC%D0%B5,Распространение COVID-19 во Вьетнаме,ru
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Vi%E1%BB%87t_Nam,Đại dịch COVID-19 tại Việt Nam,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E8%B6%8A%E5%8D%97%E7%96%AB%E6%83%85,2019冠状病毒病越南疫情,zh
https://ko.wikipedia.org/wiki/%EC%8B%B1%EA%B0%80%ED%8F%AC%EB%A5%B4%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,싱가포르의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Singapore,Đại dịch COVID-19 tại Singapore,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%96%B0%E5%8A%A0%E5%9D%A1%E7%96%AB%E6%83%85,2019冠狀病毒病新加坡疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A3%D8%B3%D8%AA%D8%B1%D8%A7%D9%84%D9%8A%D8%A7_2020,جائحة فيروس كورونا في أستراليا 2020,ar
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Australia,Pandemia de enfermedad por coronavirus de 2020 en Australia,es
https://ko.wikipedia.org/wiki/%EC%98%A4%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%BC%EB%A6%AC%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,오스트레일리아의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_%C3%9Ac,Đại dịch COVID-19 tại Úc,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E6%BE%B3%E5%A4%A7%E5%88%A9%E4%BA%9A%E7%96%AB%E6%83%85,2019冠状病毒病澳大利亚疫情,zh
https://id.wikipedia.org/wiki/Pandemi_koronavirus_2020_di_Malaysia,Pandemi koronavirus 2020 di Malaysia,id
https://ko.wikipedia.org/wiki/%EB%A7%90%EB%A0%88%EC%9D%B4%EC%8B%9C%EC%95%84%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,말레이시아의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Malaysia,Đại dịch COVID-19 tại Malaysia,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E9%A6%AC%E4%BE%86%E8%A5%BF%E4%BA%9E%E7%96%AB%E6%83%85,2019冠狀病毒病馬來西亞疫情,zh
https://ko.wikipedia.org/wiki/%ED%83%9C%EA%B5%AD%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,태국의 코로나바이러스감염증-19 범유행,ko
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%B3%B0%E5%9C%8B%E7%96%AB%E6%83%85,2019冠狀病毒病泰國疫情,zh
https://ko.wikipedia.org/wiki/%EC%B2%B4%EC%BD%94%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,체코의 코로나바이러스감염증-19 범유행,ko
https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%A7%D0%B5%D1%85%D0%B8%D0%B8,Распространение COVID-19 в Чехии,ru
https://tr.wikipedia.org/wiki/%C3%87ek_Cumhuriyeti%27nde_2020_koronavir%C3%BCs_pandemisi,Çek Cumhuriyeti'nde 2020 koronavirüs pandemisi,tr
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_C%E1%BB%99ng_h%C3%B2a_S%C3%A9c,Đại dịch COVID-19 tại Cộng hòa Séc,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E6%8D%B7%E5%85%8B%E7%96%AB%E6%83%85,2019冠狀病毒病捷克疫情,zh
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Portugal,Pandemia de enfermedad por coronavirus de 2020 en Portugal,es
https://ko.wikipedia.org/wiki/%ED%8F%AC%EB%A5%B4%ED%88%AC%EA%B0%88%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,포르투갈의 코로나바이러스감염증-19 범유행,ko
https://tr.wikipedia.org/wiki/Portekiz%27de_2020_koronavir%C3%BCs_pandemisi,Portekiz'de 2020 koronavirüs pandemisi,tr
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_B%E1%BB%93_%C4%90%C3%A0o_Nha,Đại dịch COVID-19 tại Bồ Đào Nha,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92%E7%97%85%E8%91%A1%E8%90%84%E7%89%99%E7%96%AB%E6%83%85,2019冠狀病毒病葡萄牙疫情,zh
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8_2020,جائحة فيروس كورونا في المغرب 2020,ar
https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_COVID-19_%D0%B2_%D0%9B%D0%B0%D1%82%D0%B2%D0%B8%D0%B8,Распространение COVID-19 в Латвии,ru
https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%88%D9%86%D8%A7%D9%86_2020,جائحة فيروس كورونا في اليونان 2020,ar
https://ko.wikipedia.org/wiki/%EA%B7%B8%EB%A6%AC%EC%8A%A4%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,그리스의 코로나바이러스감염증-19 범유행,ko
https://vi.wikipedia.org/wiki/%C4%90%E1%BA%A1i_d%E1%BB%8Bch_COVID-19_t%E1%BA%A1i_Hy_L%E1%BA%A1p,Đại dịch COVID-19 tại Hy Lạp,vi
https://zh.wikipedia.org/wiki/2019%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%92%E7%97%85%E5%B8%8C%E8%85%8A%E7%96%AB%E6%83%85,2019冠状病毒病希腊疫情,zh
https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Israel,Pandemia de enfermedad por coronavirus de 2020 en Israel,es
